id|roadmap_id|lat_start|long_start|bus_id
167|18559|6.258957303|-75.55130143|3
168|44892|6.258440685|-75.550573338|3
169|44832|6.257944407|-75.549848678|3
170|17986|6.257261499|-75.550398386|3
171|44799|6.257731942|-75.551071022|3
172|44724|6.257103517|-75.551533927|3
173|44651|6.256515853|-75.551965918|3
174|44581|6.255807048|-75.552486747|3
175|44535|6.255283511|-75.551809449|3
176|44509|6.254976642|-75.552037822|3
177|17195|6.254678444|-75.552405111|3
178|44463|6.25442796|-75.553482806|3
179|17260|6.254937793|-75.554210881|3
180|44465|6.254465386|-75.554613507|3
181|16896|6.25378515|-75.555048338|3
182|44442|6.254214964|-75.555700528|3
183|17221|6.254764141|-75.556496464|3
184|17339|6.255207555|-75.557132878|3
185|44466|6.254489681|-75.557659334|3
186|44402|6.253880597|-75.558073737|3
187|44314|6.252841035|-75.558794371|3
188|44216|6.252089532|-75.559308565|3
189|44132|6.25147713|-75.55970037|3
190|44066|6.250937986|-75.558947947|3
191|43990|6.250410494|-75.559282394|3
192|43897|6.24974836|-75.559675199|3
193|43781|6.249036547|-75.560058245|3
194|43850|6.249452674|-75.560749346|3
195|43926|6.249936459|-75.561495983|3
196|44009|6.25052814|-75.562444469|3
197|43866|6.249555616|-75.563119812|3
198|43734|6.248801935|-75.563620556|3
199|43712|6.248614167|-75.563742921|3
200|43617|6.247979776|-75.564162126|3
201|30061|6.295895283|-75.582782905|4
202|48388|6.295649409|-75.582626931|4
203|48366|6.295427048|-75.582528521|4
204|48344|6.295262426|-75.5824248|4
205|48302|6.294895579|-75.581684188|4
206|29576|6.294515293|-75.581606851|4
207|48255|6.29447524|-75.58150276|4
208|48210|6.294107102|-75.580245937|4
209|48167|6.293692036|-75.580376863|4
210|48147|6.293531833|-75.579896458|4
211|48132|6.293390626|-75.579489523|4
212|48112|6.293226964|-75.579033396|4
213|48101|6.293067805|-75.578580657|4
214|29014|6.292942515|-75.578142711|4
215|28987|6.292846244|-75.577827924|4
216|48077|6.292803652|-75.577707535|4
217|48063|6.292659136|-75.577271775|4
218|47936|6.291420672|-75.57767986|4
219|47820|6.290186808|-75.578062544|4
220|27648|6.288993581|-75.578459436|4
221|27552|6.2887549|-75.578549673|4
222|47571|6.288114806|-75.578740373|4
223|47584|6.288267099|-75.579220185|4
224|27407|6.288411686|-75.579630527|4
225|47543|6.287847193|-75.579859838|4
226|47467|6.287148625|-75.580081664|4
227|26996|6.287270058|-75.580552115|4
228|47513|6.287492725|-75.580528484|4
229|27121|6.287564531|-75.580926208|4
230|27268|6.288042096|-75.580843988|4
231|47572|6.288124202|-75.581257956|4
232|47503|6.28744393|-75.581384884|4
233|26878|6.286971417|-75.581455797|4
234|26698|6.286429893|-75.581554748|4
235|47384|6.286521404|-75.581949694|4
236|26788|6.286729401|-75.581920931|4
237|47418|6.286794882|-75.582333298|4
238|47460|6.287079764|-75.582287813|4
239|47470|6.28715772|-75.582684414|4
240|47487|6.287308067|-75.582662817|4
241|47499|6.287409726|-75.58306739|4
242|47511|6.287492017|-75.583452559|4
243|47395|6.286636386|-75.583619062|4
244|47408|6.286716598|-75.584016804|4
245|26835|6.286869201|-75.583998605|4
246|26854|6.286924348|-75.584464013|4
247|47348|6.286128174|-75.584707914|4
248|26386|6.285661571|-75.584570334|4
249|26186|6.284988626|-75.5844597|4
250|47140|6.284364155|-75.584375352|4
251|47133|6.284252605|-75.5842655|4
252|25802|6.2839824|-75.583919322|4
253|47081|6.283761344|-75.583663291|4
254|25602|6.283357992|-75.583161138|4
255|25515|6.283113472|-75.583601057|4
256|47001|6.283011407|-75.583835686|4
257|25400|6.282803984|-75.584280753|4
258|46965|6.282636208|-75.584468065|4
259|46943|6.282518695|-75.5846818489|4
260|25221|6.282367914|-75.585034177|4
261|46879|6.282030265|-75.585750298|4
262|46846|6.281729996|-75.586039074|4
263|24817|6.281396487|-75.586493211|4
264|24739|6.281228339|-75.586767963|4
265|24069|6.27970539|-75.58752443|4
266|46458|6.278427767|-75.588187006|4
267|23466|6.277898545|-75.589030064|4
268|46370|6.277413845|-75.589492305|4
269|22764|6.275841774|-75.590388908|4
270|46239|6.276177282|-75.589241441|4
271|46252|6.276291522|-75.587631485|4
272|22822|6.276013018|-75.586248505|4
273|46173|6.275650419|-75.585421983|4
274|22640|6.275529853|-75.584908966|4
275|46069|6.274669489|-75.583111017|4
276|22217|6.274255529|-75.58246334|4
277|45978|6.273495763|-75.582221208|4
278|45985|6.273555271|-75.581865377|4
279|21966|6.273415374|-75.580021049|4
280|45968|6.273402837|-75.57916411|4
281|22029|6.273577063|-75.578690889|4
282|46066|6.274658784|-75.5757952399|4
283|46147|6.275334043|-75.573927349|4
284|22575|6.275378776|-75.573803089|4
285|46157|6.275424578|-75.573675861|4
286|22847|6.276052866|-75.573040116|4
287|22694|6.275706751|-75.572855522|4
288|22679|6.275655987|-75.572721691|4
289|46205|6.275900575|-75.5724101879|4
290|22776|6.275883747|-75.570856785|4
291|46197|6.275801738|-75.570513135|4
292|22658|6.275558984|-75.569459311|4
293|22622|6.275504883|-75.5692011049|4
294|46152|6.275363085|-75.56870159|4
295|22514|6.275205802|-75.568481251|4
296|46091|6.274805759|-75.568079668|4
297|45940|6.273140073|-75.566287807|4
298|21764|6.272672399|-75.565791202|4
299|45900|6.27252154|-75.56565087|4
300|45868|6.272038019|-75.565163709|4
301|45747|6.269372753|-75.565658816|4
302|20991|6.268645634|-75.56389447|4
303|45702|6.26835853|-75.563140029|4
304|45681|6.267935139|-75.56202774|4
305|45667|6.267556631|-75.56201707|4
306|20782|6.267329497|-75.562024333|4
307|45631|6.267001765|-75.56204148|4
308|20591|6.266335783|-75.562194295|4
309|20404|6.265358803|-75.562698341|4
310|45510|6.265218981|-75.562340209|4
311|45493|6.264929188|-75.561722826|4
312|20003|6.263783968|-75.561929072|4
313|45329|6.262828723|-75.562082205|4
314|45247|6.261864365|-75.562261307|4
315|45236|6.261772226|-75.561678924|4
316|45225|6.261627427|-75.560933809|4
317|19411|6.261499412|-75.56025083|4
318|45151|6.260720313|-75.560450201|4
319|18840|6.259711443|-75.560783869|4
320|44986|6.259334528|-75.560210282|4
321|44918|6.258657618|-75.56063523|4
322|18354|6.258256558|-75.560880464|4
323|44827|6.257924146|-75.561083722|4
324|44740|6.257206379|-75.561572338|4
325|17719|6.256530637|-75.561982024|4
326|44584|6.255832149|-75.562442469|4
327|44548|6.255448474|-75.561865493|4
328|17295|6.255038796|-75.561287314|4
329|44468|6.254534352|-75.560655801|4
330|44410|6.253939876|-75.560071632|4
331|16797|6.253371827|-75.55938161|4
332|44289|6.25262327|-75.559936556|4
333|44197|6.251981131|-75.560486025|4
334|44115|6.251367765|-75.560815146|4
335|44028|6.25063915|-75.561143381|4
336|43926|6.249936459|-75.561495983|4
337|44009|6.25052814|-75.562444469|4
338|43866|6.249555616|-75.563119812|4
339|43734|6.248801935|-75.563620556|4
340|43712|6.248614167|-75.563742921|4
341|43617|6.247979776|-75.564162126|4
342|43555|6.247619698|-75.564429287|4
343|13892|6.246569509|-75.564189766|4
344|13586|6.245701301|-75.564625771|4
345|43351|6.245844239|-75.564934678|4
346|43375|6.246132059|-75.565447014|4
347|46112|6.274971457|-75.556795485|5
348|46029|6.274101007|-75.556947265|5
349|45954|6.27327345|-75.557082057|5
350|45891|6.27241313|-75.557230935|5
351|21515|6.271568666|-75.557369718|5
352|21372|6.2705636|-75.557558295|5
353|45775|6.269715685|-75.557716826|5
354|45743|6.269288383|-75.557779989|5
355|45727|6.269011383|-75.557838489|5
356|45717|6.268752512|-75.557878975|5
357|20877|6.267843593|-75.558032259|5
358|20733|6.266995731|-75.558171591|5
359|45590|6.266349054|-75.558293422|5
360|45542|6.265630065|-75.558412793|5
361|20306|6.264937089|-75.558525467|5
362|45480|6.264665734|-75.556974259|5
363|45469|6.264563474|-75.556376057|5
364|45450|6.264301427|-75.555531778|5
365|45399|6.263692219|-75.555591623|5
366|45358|6.263115605|-75.555651459|5
367|19851|6.26317545|-75.556303436|5
368|45367|6.263235056|-75.556627523|5
369|45294|6.262427539|-75.5570902389|5
370|19495|6.261825151|-75.556899679|5
371|45200|6.261332901|-75.556381658|5
372|45172|6.260996127|-75.55599678|5
373|19090|6.260419062|-75.55547403|5
374|18819|6.259686979|-75.55502537|5
375|44915|6.258630943|-75.553648141|5
376|18403|6.258386644|-75.553329593|5
377|44851|6.258111962|-75.552959013|5
378|44781|6.257546948|-75.553375229|5
379|17959|6.257173236|-75.553670038|5
380|44686|6.256842611|-75.553910763|5
381|17735|6.256588217|-75.553559992|5
382|17645|6.256306776|-75.553190527|5
383|44581|6.255807048|-75.552486747|5
384|44535|6.255283511|-75.551809449|5
385|44509|6.254976642|-75.552037822|5
386|17195|6.254678444|-75.552405111|5
387|17036|6.254186121|-75.553090859|5
388|44463|6.25442796|-75.553482806|5
389|17260|6.254937793|-75.554210881|5
390|44465|6.254465386|-75.554613507|5
391|16896|6.25378515|-75.555048338|5
392|44442|6.254214964|-75.555700528|5
393|17221|6.254764141|-75.556496464|5
394|17339|6.255207555|-75.557132878|5
395|44466|6.254489681|-75.557659334|5
396|44402|6.253880597|-75.558073737|5
397|44314|6.252841035|-75.558794371|5
398|44216|6.252089532|-75.559308565|5
399|44132|6.25147713|-75.55970037|5
400|43953|6.250129539|-75.560343048|5
401|43850|6.249452674|-75.560749346|5
402|43926|6.249936459|-75.561495983|5
403|44009|6.25052814|-75.562444469|5
404|43866|6.249555616|-75.563119812|5
405|43734|6.248801935|-75.563620556|5
406|43712|6.248614167|-75.563742921|5
407|43617|6.247979776|-75.564162126|5
408|43555|6.247619698|-75.564429287|5
409|14112|6.247178868|-75.563944565|5
410|13892|6.246569509|-75.564189766|5
411|13586|6.245701301|-75.564625771|5
412|45788|6.269931318|-75.594215188|6
413|21347|6.270383986|-75.593974844|6
414|21270|6.270024021|-75.593702993|6
415|21115|6.269256201|-75.593023663|6
416|20986|6.268625249|-75.592463177|6
417|20866|6.267792621|-75.591608797|6
418|45618|6.266871069|-75.590819856|6
419|20408|6.26537499|-75.588477516|6
420|45474|6.26459667|-75.587716608|6
421|45385|6.263516533|-75.586799823|6
422|45277|6.262215127|-75.587880695|6
423|19374|6.26137398|-75.588438365|6
424|19153|6.260659973|-75.588789198|6
425|45107|6.260328392|-75.588966096|6
426|18892|6.259893855|-75.589176958|6
427|45108|6.260338125|-75.590102936|6
428|19069|6.260370385|-75.590207049|6
429|45114|6.260393035|-75.590280145|6
430|19221|6.26093773|-75.591477399|6
431|19422|6.261556526|-75.592742285|6
432|19503|6.261873104|-75.593395029|6
433|19695|6.262611091|-75.594982918|6
434|19820|6.263070076|-75.595973261|6
435|19952|6.263626679|-75.596536219|6
436|19987|6.263726856|-75.596917326|6
437|19954|6.263644101|-75.597080658|6
438|19894|6.263363171|-75.597143813|6
439|45363|6.263175424|-75.597021414|6
440|19679|6.262543884|-75.597064148|6
441|19444|6.261638619|-75.597263316|6
442|19183|6.260758576|-75.597455231|6
443|18890|6.259890742|-75.597657762|6
444|44924|6.258695154|-75.597938692|6
445|44881|6.258327114|-75.597993137|6
446|44732|6.257144593|-75.598258823|6
447|44623|6.256202647|-75.598470609|6
448|17343|6.255216243|-75.598670415|6
449|44453|6.254359029|-75.5990053479|6
450|44430|6.254159981|-75.599103519|6
451|16521|6.252543258|-75.601379677|6
452|44211|6.252065254|-75.601894447|6
453|15761|6.250693696|-75.602576927|6
454|44027|6.250629978|-75.602619231|6
455|15607|6.25037273|-75.602686605|6
456|15520|6.250176086|-75.602563201|6
457|43950|6.250117524|-75.602476316|6
458|43878|6.249635697|-75.602551857|6
459|15035|6.249143661|-75.602562066|6
460|14250|6.247553985|-75.602643731|6
461|13991|6.246894789|-75.602668231|6
462|13824|6.246384888|-75.602746324|6
463|13671|6.245913268|-75.602750917|6
464|13342|6.24497156|-75.60280451|6
465|13016|6.244031382|-75.602882603|6
466|12753|6.243179864|-75.602933134|6
467|43051|6.243011428|-75.602960696|6
468|12488|6.242295721|-75.602924065|6
469|12199|6.241330913|-75.602980848|6
470|12068|6.240851001|-75.603008834|6
471|11918|6.240334209|-75.603044722|6
472|11775|6.239783923|-75.603066255|6
473|11602|6.239247991|-75.603106928|6
474|11483|6.238814463|-75.603178819|6
475|11399|6.238572036|-75.603303833|6
476|42616|6.238411234|-75.60321755|6
477|11210|6.237991004|-75.603188873|6
478|42534|6.237479596|-75.603209809|6
479|10881|6.23684856|-75.603120088|6
480|10690|6.236319208|-75.60278513|6
481|10513|6.235792846|-75.6024382109|6
482|10290|6.235260504|-75.602396341|6
483|42141|6.234016376|-75.602345499|6
484|42106|6.233655998|-75.602312602|6
485|9538|6.233249265|-75.602297648|6
486|9048|6.23180476|-75.602255778|6
487|8767|6.231131855|-75.602402323|6
488|41779|6.230994284|-75.602489052|6
489|41720|6.230289265|-75.602181933|6
490|8401|6.229777814|-75.602162477|6
491|8256|6.229211172|-75.602154462|6
492|8057|6.228586778|-75.602151104|6
493|7912|6.228082674|-75.602063243|6
494|7786|6.227567816|-75.602037134|6
495|41435|6.227027133|-75.601980635|6
496|41423|6.226710119|-75.601681566|6
497|41351|6.225421132|-75.600305848|6
498|7154|6.224399176|-75.599500484|6
499|41285|6.223988888|-75.599545819|6
500|6970|6.223217367|-75.599570139|6
501|6825|6.222329343|-75.5995544749|6
502|41180|6.221927452|-75.599527977|6
503|6688|6.221516728|-75.599541226|6
504|6516|6.220284558|-75.599413151|6
505|6365|6.218955916|-75.599310704|6
506|41067|6.218669331|-75.599193817|6
507|6339|6.218549803|-75.599134871|6
508|41062|6.218427685|-75.599074649|6
509|6296|6.217994047|-75.598846244|6
510|6292|6.217871568|-75.598753558|6
511|41016|6.216115113|-75.597825985|6
512|41008|6.215786132|-75.597664497|6
513|6000|6.214462045|-75.596979282|6
514|5894|6.213660974|-75.596555575|6
515|5832|6.213258405|-75.596327952|6
516|5669|6.212105171|-75.595747882|6
517|5505|6.210998132|-75.595191972|6
518|5474|6.210812247|-75.595081879|6
519|5393|6.210346309|-75.594842058|6
520|5218|6.209085962|-75.593964141|6
521|40719|6.208152122|-75.593130845|6
522|5059|6.207993918|-75.591912812|6
523|5053|6.207921115|-75.590932113|6
524|4944|6.207102966|-75.589306232|6
525|4898|6.206681654|-75.589214976|6
526|4829|6.20609212|-75.589062539|6
527|4642|6.204158144|-75.587229855|6
528|4573|6.203380831|-75.585825538|6
529|40582|6.203053302|-75.585186766|6
530|4546|6.202852764|-75.584804113|6
531|4447|6.201602515|-75.584239878|6
532|40534|6.200872104|-75.584324708|6
533|4143|6.199580935|-75.584781172|6
534|40472|6.199403878|-75.584808183|6
535|40450|6.198349195|-75.585061746|6
536|3941|6.197594668|-75.58518252|6
537|40421|6.196942644|-75.585338957|6
538|40378|6.19524708|-75.581899431|6
539|40377|6.195217131|-75.58180616|6
540|40374|6.195125222|-75.581401561|6
541|3698|6.19518075|-75.581154419|6
542|3831|6.196673157|-75.57843138|6
543|4005|6.198388872|-75.577777709|6
544|4264|6.200402601|-75.577348129|6
545|4503|6.202123933|-75.577212642|6
546|4605|6.20384378|-75.577051922|6
547|40633|6.205558261|-75.57687275|6
548|40694|6.207537523|-75.576703929|6
549|40737|6.208668755|-75.57655875|6
550|40791|6.210103052|-75.5764406879|6
551|5582|6.211446226|-75.576308229|6
552|5752|6.212740764|-75.576182055|6
553|40989|6.21487036|-75.575984665|6
554|41038|6.217188511|-75.575752201|6
555|6283|6.21777292|-75.575696037|6
556|41061|6.218366129|-75.575639028|6
557|6441|6.219752497|-75.575537033|6
558|6890|6.222713341|-75.575253254|6
559|41365|6.225581722|-75.574978337|6
560|7721|6.227356916|-75.574795338|6
561|41658|6.22941348|-75.574599828|6
562|8517|6.230258122|-75.574526959|6
563|8648|6.230801355|-75.574452556|6
564|41772|6.230964525|-75.574450856|6
565|41888|6.231808799|-75.574442058|6
566|42015|6.232879628|-75.574348667|6
567|9623|6.233535171|-75.574302479|6
568|42296|6.23542702|-75.573608626|6
569|42397|6.236165953|-75.573309188|6
570|42514|6.237273807|-75.572835571|6
571|42574|6.237986714|-75.572543996|6
572|42595|6.238189072|-75.572455789|6
573|11390|6.238519828|-75.572336166|6
574|42668|6.238849514|-75.572199395|6
575|42745|6.239734262|-75.571842078|6
576|42827|6.240575939|-75.571494421|6
577|42911|6.241530939|-75.571102203|6
578|42924|6.241709792|-75.571020027|6
579|43008|6.242493516|-75.570676119|6
580|43106|6.243587367|-75.570258036|6
581|13053|6.24411994|-75.569992968|6
582|13066|6.244151542|-75.570066706|6
583|43195|6.244461503|-75.569905766|6
584|43305|6.245442719|-75.569466073|6
